325,223,32,LAPTOP#PRICE,positive," Jeśli potrzebujesz niedrogiego, podstawowego laptopa, ten będzie odpowiedni. Nie podoba mi się waga i rozmiar, jest nieporęczny. Nie podoba mi się jakość wykonania i rozmieszczenie głośników. Ogólnie rzecz biorąc, jest ok."
325,223,32,LAPTOP#MISCELLANEOUS,positive," Jeśli potrzebujesz niedrogiego, podstawowego laptopa, ten będzie odpowiedni. Nie podoba mi się waga i rozmiar, jest nieporęczny. Nie podoba mi się jakość wykonania i rozmieszczenie głośników. Ogólnie rzecz biorąc, jest ok."
325,223,32,LAPTOP#PORTABILITY,negative," Jeśli potrzebujesz niedrogiego, podstawowego laptopa, ten będzie odpowiedni. Nie podoba mi się waga i rozmiar, jest nieporęczny. Nie podoba mi się jakość wykonania i rozmieszczenie głośników. Ogólnie rzecz biorąc, jest ok."
325,223,32,LAPTOP#DESIGN_FEATURES,negative," Jeśli potrzebujesz niedrogiego, podstawowego laptopa, ten będzie odpowiedni. Nie podoba mi się waga i rozmiar, jest nieporęczny. Nie podoba mi się jakość wykonania i rozmieszczenie głośników. Ogólnie rzecz biorąc, jest ok."
325,223,32,MULTIMEDIA_DEVICES#QUALITY,negative," Jeśli potrzebujesz niedrogiego, podstawowego laptopa, ten będzie odpowiedni. Nie podoba mi się waga i rozmiar, jest nieporęczny. Nie podoba mi się jakość wykonania i rozmieszczenie głośników. Ogólnie rzecz biorąc, jest ok."
325,223,32,MULTIMEDIA_DEVICES#DESIGN_FEATURES,negative," Jeśli potrzebujesz niedrogiego, podstawowego laptopa, ten będzie odpowiedni. Nie podoba mi się waga i rozmiar, jest nieporęczny. Nie podoba mi się jakość wykonania i rozmieszczenie głośników. Ogólnie rzecz biorąc, jest ok."
325,223,32,LAPTOP#GENERAL,neutral," Jeśli potrzebujesz niedrogiego, podstawowego laptopa, ten będzie odpowiedni. Nie podoba mi się waga i rozmiar, jest nieporęczny. Nie podoba mi się jakość wykonania i rozmieszczenie głośników. Ogólnie rzecz biorąc, jest ok."
276,611,96,LAPTOP#GENERAL,positive," Mój syn i jego rodzina borykają się z trudnościami finansowymi, ponieważ on sam pracuje na własny rachunek, więc rodzina nie miała żadnego komputera, a Kyle, najstarsze dziecko, ma 12 lat i naprawdę potrzebuje czegoś, co pomoże mu w szkole. Na allegro znaleźliśmy dobrą ofertę na notebooka ascer i kupiliśmy go dla niego. Kyle uwielbia ten komputer, jest łatwy w obsłudze, a szkoły wcześnie zaczynają uczyć dzieci obsługi komputera, więc łatwo mu było zacząć. Teraz kosi podwórka, żeby zarobić pieniądze na bezprzewodowy internet. Polecam ten komputer acer rodzicom i dziadkom, może im naprawdę pomóc w szkole."
276,611,96,LAPTOP#USABILITY,positive," Mój syn i jego rodzina borykają się z trudnościami finansowymi, ponieważ on sam pracuje na własny rachunek, więc rodzina nie miała żadnego komputera, a Kyle, najstarsze dziecko, ma 12 lat i naprawdę potrzebuje czegoś, co pomoże mu w szkole. Na allegro znaleźliśmy dobrą ofertę na notebooka ascer i kupiliśmy go dla niego. Kyle uwielbia ten komputer, jest łatwy w obsłudze, a szkoły wcześnie zaczynają uczyć dzieci obsługi komputera, więc łatwo mu było zacząć. Teraz kosi podwórka, żeby zarobić pieniądze na bezprzewodowy internet. Polecam ten komputer acer rodzicom i dziadkom, może im naprawdę pomóc w szkole."
276,611,96,LAPTOP#MISCELLANEOUS,positive," Mój syn i jego rodzina borykają się z trudnościami finansowymi, ponieważ on sam pracuje na własny rachunek, więc rodzina nie miała żadnego komputera, a Kyle, najstarsze dziecko, ma 12 lat i naprawdę potrzebuje czegoś, co pomoże mu w szkole. Na allegro znaleźliśmy dobrą ofertę na notebooka ascer i kupiliśmy go dla niego. Kyle uwielbia ten komputer, jest łatwy w obsłudze, a szkoły wcześnie zaczynają uczyć dzieci obsługi komputera, więc łatwo mu było zacząć. Teraz kosi podwórka, żeby zarobić pieniądze na bezprzewodowy internet. Polecam ten komputer acer rodzicom i dziadkom, może im naprawdę pomóc w szkole."
10,210,34,LAPTOP#GENERAL,positive," Laptop był naprawdę dobry i idzie naprawdę szybko, tak jak myślałem, że będzie działać. Naprawdę polecam każdej osobie zakup tego laptopa, bo naprawdę warto. i jest naprawdę tani i nie będziesz żałował zakupu."
10,210,34,LAPTOP#OPERATION_PERFORMANCE,positive," Laptop był naprawdę dobry i idzie naprawdę szybko, tak jak myślałem, że będzie działać. Naprawdę polecam każdej osobie zakup tego laptopa, bo naprawdę warto. i jest naprawdę tani i nie będziesz żałował zakupu."
10,210,34,LAPTOP#PRICE,positive," Laptop był naprawdę dobry i idzie naprawdę szybko, tak jak myślałem, że będzie działać. Naprawdę polecam każdej osobie zakup tego laptopa, bo naprawdę warto. i jest naprawdę tani i nie będziesz żałował zakupu."
178,342,59,LAPTOP#GENERAL,positive," Notebook PC, Toshiba Qosmio to najlepszy prezent, jaki mógł mi sprawić ojciec. Dał mi ten komputer jakieś 3 lata temu i do tej pory wciąż go używam. Nadal działa. Jest w najlepszym stanie i ma naprawdę wysoką jakość. Jest to coś, co z pewnością poleciłbym komuś. Nie pożałujesz zakupu tak wspaniałej rzeczy jak ta! Lepszego nie można dostać."
178,342,59,LAPTOP#QUALITY,positive," Notebook PC, Toshiba Qosmio to najlepszy prezent, jaki mógł mi sprawić ojciec. Dał mi ten komputer jakieś 3 lata temu i do tej pory wciąż go używam. Nadal działa. Jest w najlepszym stanie i ma naprawdę wysoką jakość. Jest to coś, co z pewnością poleciłbym komuś. Nie pożałujesz zakupu tak wspaniałej rzeczy jak ta! Lepszego nie można dostać."
19,180,27,LAPTOP#GENERAL,negative," jest to najgorszy komputer, jaki kiedykolwiek wyprodukował dell. trudno jest go naprawić i posiadanie go jest kłopotliwe. łatwo się psuje. jedyną dobrą rzeczą jest jakość grafiki."
19,180,27,LAPTOP#QUALITY,negative," jest to najgorszy komputer, jaki kiedykolwiek wyprodukował dell. trudno jest go naprawić i posiadanie go jest kłopotliwe. łatwo się psuje. jedyną dobrą rzeczą jest jakość grafiki."
19,180,27,GRAPHICS#QUALITY,positive," jest to najgorszy komputer, jaki kiedykolwiek wyprodukował dell. trudno jest go naprawić i posiadanie go jest kłopotliwe. łatwo się psuje. jedyną dobrą rzeczą jest jakość grafiki."
